name,accuracy,effect_chance,pp,priority,power,class,type,crit_rate,drain,flinch_chance,healing,max_hits,min_hits,max_turns,min_turns,stat_chance,effect
"max-strike",-1,,10,0,10,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-knuckle",-1,,10,0,10,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-phantasm",-1,,10,0,10,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-hailstorm",-1,,10,0,10,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-ooze",-1,,10,0,10,physical,poison,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-geyser",-1,,10,0,10,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-airstream",-1,,10,0,10,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-starfall",-1,,10,0,10,physical,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-wyrmwind",-1,,10,0,10,physical,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-mindstorm",-1,,10,0,10,physical,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-rockfall",-1,,10,0,10,physical,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-quake",-1,,10,0,10,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-darkness",-1,,10,0,10,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-overgrowth",-1,,10,0,10,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-steelspike",-1,,10,0,10,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage."
"drum-beating",100,100,10,0,80,physical,grass,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage."
"snap-trap",100,100,15,0,35,physical,grass,0,0,0,0,,,6,5,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.rapid spin cancels this effect."
"pyro-ball",90,10,5,0,120,physical,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to burn the target."
"breaking-swipe",100,100,15,0,60,physical,dragon,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Attack by one stage."
"branch-poke",100,,40,0,40,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"grav-apple",100,100,10,0,80,physical,grass,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Defense by one stage."
"spirit-break",100,100,15,0,75,physical,fairy,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage."
"strange-steam",95,20,10,0,90,special,fairy,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has a 20% chance to confuse the target."
"false-surrender",-1,,10,0,80,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"meteor-assault",100,,5,0,150,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"eternabeam",90,,5,0,160,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"steel-beam",95,,5,0,140,special,steel,0,0,0,0,,,,,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
"expanding-force",100,,10,0,80,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"steel-roller",100,,5,0,130,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage."
"scale-shot",90,,20,0,25,physical,dragon,0,0,0,0,5,2,,,0,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit."
"meteor-beam",90,100,10,0,120,special,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"shell-side-arm",100,20,10,0,90,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage."
"misty-explosion",100,,5,0,100,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"grassy-glide",100,,20,0,55,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"rising-voltage",100,,20,0,70,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"terrain-pulse",100,,10,0,50,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"skitter-smack",90,100,10,0,70,physical,bug,0,0,0,0,,,,,100,"Inflicts regular damage."
"burning-jealousy",100,100,5,0,70,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage."
"lash-out",100,,5,0,75,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"poltergeist",90,,5,0,110,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"corrosive-gas",100,,40,0,-1,status,poison,0,0,0,0,,,,,0,"Inflicts regular damage."
"coaching",-1,100,10,0,-1,status,fighting,0,0,0,0,,,,,100,"Inflicts regular damage."
"flip-turn",100,,20,0,60,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"triple-axel",90,,10,0,20,physical,ice,0,0,0,0,3,3,,,0,"Inflicts regular damage."
"dual-wingbeat",90,,10,0,40,physical,flying,0,0,0,0,2,2,,,0,"Inflicts regular damage."
"scorching-sands",100,30,10,0,70,special,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"jungle-healing",-1,,10,0,-1,status,grass,0,0,0,25,,,,,0,"Inflicts regular damage."
"wicked-blow",100,,5,0,75,physical,dark,6,0,0,0,,,,,0,"Inflicts regular damage."
"surging-strikes",100,,5,0,25,physical,water,6,0,0,0,3,3,,,0,"Inflicts regular damage."
"thunder-cage",90,100,15,0,80,special,electric,0,0,0,0,,,6,5,0,"Inflicts regular damage."
"dragon-energy",100,,5,0,150,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"freezing-glare",100,10,10,0,90,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"fiery-wrath",100,20,10,0,90,special,dark,0,0,20,0,,,,,0,"Inflicts regular damage."
"thunderous-kick",100,100,10,0,90,physical,fighting,0,0,0,0,,,,,100,"Inflicts regular damage."
"glacial-lance",100,,5,0,120,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"astral-barrage",100,,5,0,120,special,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"eerie-spell",100,,5,0,80,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"shadow-rush",100,,-1,0,55,physical,shadow,,,,,,,,,,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move while in hyper mode."
"shadow-blast",100,,-1,0,80,physical,shadow,,,,,,,,,,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"shadow-blitz",100,,-1,0,40,physical,shadow,,,,,,,,,,"Inflicts regular damage."
"shadow-bolt",100,10,-1,0,75,special,shadow,,,,,,,,,,"Inflicts regular damage.  Has a 10% chance to paralyze the target."
"shadow-break",100,,-1,0,75,physical,shadow,,,,,,,,,,"Inflicts regular damage."
"shadow-chill",100,10,-1,0,75,special,shadow,,,,,,,,,,"Inflicts regular damage.  Has a 10% chance to freeze the target."
"shadow-end",60,,-1,0,120,physical,shadow,,,,,,,,,,"Inflicts regular damage.  User takes 1/2 of its current HP in recoil."
"shadow-fire",100,10,-1,0,75,special,shadow,,,,,,,,,,"Inflicts regular damage.  Has a 10% chance to burn the target."
"shadow-rave",100,,-1,0,70,special,shadow,,,,,,,,,,"Inflicts regular damage."
"shadow-storm",100,,-1,0,95,special,shadow,,,,,,,,,,"Inflicts regular damage."
"shadow-wave",100,,-1,0,50,special,shadow,,,,,,,,,,"Inflicts regular damage."
"shadow-down",100,,-1,0,-1,status,shadow,,,,,,,,,,"Lowers the target's Defense by two stages."
"shadow-half",100,,-1,0,-1,special,shadow,,,,,,,,,,"Halves HP of all Pokémon on the field.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"shadow-hold",-1,,-1,0,-1,status,shadow,,,,,,,,,,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.The target may still escape by using baton pass, u turn, or a shed shell.Both the user and the target pass on this effect with baton pass."
"shadow-mist",100,,-1,0,-1,status,shadow,,,,,,,,,,"Lowers the target's evasion by two stages."
"shadow-panic",90,,-1,0,-1,status,shadow,,,,,,,,,,"Confuses the target."
"shadow-shed",-1,,-1,0,-1,status,shadow,,,,,,,,,,"Removes the effects of light screen, reflect, and safeguard."
"shadow-sky",-1,,-1,0,-1,status,shadow,,,,,,,,,,"Changes the weather to Shadow Sky for five turns.  Pokémon other than shadow Pokémon take 1/16 their max HP at the end of every turn.  This move is typeless for the purposes of weather ball."
