name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
riolu,fighting,,steadfast,False,inner-focus,False,prankster,True,7,202,40,70,40,35,40,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png"
lucario,fighting,steel,steadfast,False,inner-focus,False,justified,True,12,540,70,110,70,115,70,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png"
hippopotas,ground,,sand-stream,False,sand-force,True,,,8,495,68,72,78,38,42,32,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png"
hippowdon,ground,,sand-stream,False,sand-force,True,,,20,3000,108,112,118,68,72,47,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png"
skorupi,poison,bug,battle-armor,False,sniper,False,keen-eye,True,8,120,40,50,90,30,55,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png"
drapion,poison,dark,battle-armor,False,sniper,False,keen-eye,True,13,615,70,90,110,60,75,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png"
croagunk,poison,fighting,anticipation,False,dry-skin,False,poison-touch,True,7,230,48,61,40,61,40,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png"
toxicroak,poison,fighting,anticipation,False,dry-skin,False,poison-touch,True,13,444,83,106,65,86,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png"
carnivine,grass,,levitate,False,,,,,14,270,74,100,72,90,72,46,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png"
finneon,water,,swift-swim,False,storm-drain,False,water-veil,True,4,70,49,49,56,49,61,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png"
lumineon,water,,swift-swim,False,storm-drain,False,water-veil,True,12,240,69,69,76,69,86,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png"
mantyke,water,flying,swift-swim,False,water-absorb,False,water-veil,True,10,650,45,20,50,60,120,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png"
snover,grass,ice,snow-warning,False,soundproof,True,,,10,505,60,62,50,62,60,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png"
abomasnow,grass,ice,snow-warning,False,soundproof,True,,,22,1355,90,92,75,92,85,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png"
weavile,dark,ice,pressure,False,pickpocket,True,,,11,340,70,120,65,45,85,125,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png"
magnezone,electric,steel,magnet-pull,False,sturdy,False,analytic,True,12,1800,70,70,115,130,90,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png"
lickilicky,normal,,own-tempo,False,oblivious,False,cloud-nine,True,17,1400,110,85,95,80,95,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png"
rhyperior,ground,rock,lightning-rod,False,solid-rock,False,reckless,True,24,2828,115,140,130,55,55,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png"
tangrowth,grass,,chlorophyll,False,leaf-guard,False,regenerator,True,20,1286,100,100,125,110,50,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png"
electivire,electric,,motor-drive,False,vital-spirit,True,,,18,1386,75,123,67,95,85,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png"
magmortar,fire,,flame-body,False,vital-spirit,True,,,16,680,75,95,67,125,95,83,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png"
togekiss,fairy,flying,hustle,False,serene-grace,False,super-luck,True,15,380,85,50,95,120,115,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png"
yanmega,bug,flying,speed-boost,False,tinted-lens,False,frisk,True,19,515,86,76,86,116,56,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png"
leafeon,grass,,leaf-guard,False,chlorophyll,True,,,10,255,65,110,130,60,65,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png"
glaceon,ice,,snow-cloak,False,ice-body,True,,,8,259,65,60,110,130,95,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png"
gliscor,ground,flying,hyper-cutter,False,sand-veil,False,poison-heal,True,20,425,75,95,125,45,75,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png"
mamoswine,ice,ground,oblivious,False,snow-cloak,False,thick-fat,True,25,2910,110,130,80,70,60,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png"
porygon-z,normal,,adaptability,False,download,False,analytic,True,9,340,85,80,70,135,75,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png"
gallade,psychic,fighting,steadfast,False,sharpness,False,justified,True,16,520,68,125,65,65,115,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png"
probopass,rock,steel,sturdy,False,magnet-pull,False,sand-force,True,14,3400,60,55,145,75,150,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png"
dusknoir,ghost,,pressure,False,frisk,True,,,22,1066,45,100,135,65,135,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png"
froslass,ice,ghost,snow-cloak,False,cursed-body,True,,,13,266,70,80,70,80,70,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png"
rotom,electric,ghost,levitate,False,,,,,3,3,50,50,77,95,77,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png"
uxie,psychic,,levitate,False,,,,,3,3,75,75,130,75,130,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png"
mesprit,psychic,,levitate,False,,,,,3,3,80,105,105,105,105,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png"
azelf,psychic,,levitate,False,,,,,3,3,75,125,70,125,70,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png"
dialga,steel,dragon,pressure,False,telepathy,True,,,54,6830,100,120,120,150,100,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png"
palkia,water,dragon,pressure,False,telepathy,True,,,42,3360,90,120,100,150,120,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png"
heatran,fire,steel,flash-fire,False,flame-body,True,,,17,4300,91,90,106,130,106,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png"
regigigas,normal,,slow-start,False,,,,,37,4200,110,160,110,80,110,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png"
giratina-altered,ghost,dragon,pressure,False,telepathy,True,,,45,7500,150,100,120,100,120,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png"
cresselia,psychic,,levitate,False,,,,,15,856,120,70,110,75,120,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png"
phione,water,,hydration,False,,,,,4,31,80,80,80,80,80,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png"
manaphy,water,,hydration,False,,,,,3,14,100,100,100,100,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png"
darkrai,dark,,bad-dreams,False,,,,,15,505,70,90,90,135,90,125,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png"
shaymin-land,grass,,natural-cure,False,,,,,2,21,100,100,100,100,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png"
arceus,normal,,multitype,False,,,,,32,3200,120,120,120,120,120,120,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png"
victini,psychic,fire,victory-star,False,,,,,4,40,100,100,100,100,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png"
snivy,grass,,overgrow,False,contrary,True,,,6,81,45,45,55,45,55,63,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png"
servine,grass,,overgrow,False,contrary,True,,,8,160,60,60,75,60,75,83,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png"
serperior,grass,,overgrow,False,contrary,True,,,33,630,75,75,95,75,95,113,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png"
tepig,fire,,blaze,False,thick-fat,True,,,5,99,65,63,45,45,45,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png"
pignite,fire,fighting,blaze,False,thick-fat,True,,,10,555,90,93,55,70,55,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png"
emboar,fire,fighting,blaze,False,reckless,True,,,16,1500,110,123,65,100,65,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png"
oshawott,water,,torrent,False,shell-armor,True,,,5,59,55,55,45,63,45,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png"
dewott,water,,torrent,False,shell-armor,True,,,8,245,75,75,60,83,60,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png"
samurott,water,,torrent,False,shell-armor,True,,,15,946,95,100,85,108,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png"
patrat,normal,,run-away,False,keen-eye,False,analytic,True,5,116,45,55,39,35,39,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png"
watchog,normal,,illuminate,False,keen-eye,False,analytic,True,11,270,60,85,69,60,69,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png"
lillipup,normal,,vital-spirit,False,pickup,False,run-away,True,4,41,45,60,45,25,45,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png"
herdier,normal,,intimidate,False,sand-rush,False,scrappy,True,9,147,65,80,65,35,65,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png"
stoutland,normal,,intimidate,False,sand-rush,False,scrappy,True,12,610,85,110,90,45,90,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png"
purrloin,dark,,limber,False,unburden,False,prankster,True,4,101,41,50,37,50,37,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png"
liepard,dark,,limber,False,unburden,False,prankster,True,11,375,64,88,50,88,50,106,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png"
pansage,grass,,gluttony,False,overgrow,True,,,6,105,50,53,48,53,48,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png"
simisage,grass,,gluttony,False,overgrow,True,,,11,305,75,98,63,98,63,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png"
pansear,fire,,gluttony,False,blaze,True,,,6,110,50,53,48,53,48,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png"
simisear,fire,,gluttony,False,blaze,True,,,10,280,75,98,63,98,63,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png"
panpour,water,,gluttony,False,torrent,True,,,6,135,50,53,48,53,48,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png"
simipour,water,,gluttony,False,torrent,True,,,10,290,75,98,63,98,63,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png"
munna,psychic,,forewarn,False,synchronize,False,telepathy,True,6,233,76,25,45,67,55,24,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png"
musharna,psychic,,forewarn,False,synchronize,False,telepathy,True,11,605,116,55,85,107,95,29,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png"
pidove,normal,flying,big-pecks,False,super-luck,False,rivalry,True,3,21,50,55,50,36,30,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png"
tranquill,normal,flying,big-pecks,False,super-luck,False,rivalry,True,6,150,62,77,62,50,42,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png"
unfezant,normal,flying,big-pecks,False,super-luck,False,rivalry,True,12,290,80,115,80,65,55,93,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png"
blitzle,electric,,lightning-rod,False,motor-drive,False,sap-sipper,True,8,298,45,60,32,50,32,76,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png"
zebstrika,electric,,lightning-rod,False,motor-drive,False,sap-sipper,True,16,795,75,100,63,80,63,116,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png"
roggenrola,rock,,sturdy,False,weak-armor,False,sand-force,True,4,180,55,75,85,25,25,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png"
boldore,rock,,sturdy,False,weak-armor,False,sand-force,True,9,1020,70,105,105,50,40,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png"
gigalith,rock,,sturdy,False,sand-stream,False,sand-force,True,17,2600,85,135,130,60,80,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png"
woobat,psychic,flying,unaware,False,klutz,False,simple,True,4,21,65,45,43,55,43,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png"
swoobat,psychic,flying,unaware,False,klutz,False,simple,True,9,105,67,57,55,77,55,114,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png"
drilbur,ground,,sand-rush,False,sand-force,False,mold-breaker,True,3,85,60,85,40,30,45,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png"
excadrill,ground,steel,sand-rush,False,sand-force,False,mold-breaker,True,7,404,110,135,60,50,65,88,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png"
audino,normal,,healer,False,regenerator,False,klutz,True,11,310,103,60,86,60,86,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png"
timburr,fighting,,guts,False,sheer-force,False,iron-fist,True,6,125,75,80,55,25,35,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png"
gurdurr,fighting,,guts,False,sheer-force,False,iron-fist,True,12,400,85,105,85,40,50,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png"
conkeldurr,fighting,,guts,False,sheer-force,False,iron-fist,True,14,870,105,140,95,55,65,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png"
tympole,water,,swift-swim,False,hydration,False,water-absorb,True,5,45,50,50,40,50,40,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png"
palpitoad,water,ground,swift-swim,False,hydration,False,water-absorb,True,8,170,75,65,55,65,55,69,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png"
seismitoad,water,ground,swift-swim,False,poison-touch,False,water-absorb,True,15,620,105,95,75,85,75,74,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png"
throh,fighting,,guts,False,inner-focus,False,mold-breaker,True,13,555,120,100,85,30,85,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png"
sawk,fighting,,sturdy,False,inner-focus,False,mold-breaker,True,14,510,75,125,75,30,75,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png"
sewaddle,bug,grass,swarm,False,chlorophyll,False,overcoat,True,3,25,45,53,70,40,60,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png"
swadloon,bug,grass,leaf-guard,False,chlorophyll,False,overcoat,True,5,73,55,63,90,50,80,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png"
leavanny,bug,grass,swarm,False,chlorophyll,False,overcoat,True,12,205,75,103,80,70,80,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png"
venipede,bug,poison,poison-point,False,swarm,False,speed-boost,True,4,53,30,45,59,30,39,57,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png"
whirlipede,bug,poison,poison-point,False,swarm,False,speed-boost,True,12,585,40,55,99,40,79,47,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png"
scolipede,bug,poison,poison-point,False,swarm,False,speed-boost,True,25,2005,60,100,89,55,69,112,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png"
cottonee,grass,fairy,prankster,False,infiltrator,False,chlorophyll,True,3,6,40,27,60,37,50,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png"
whimsicott,grass,fairy,prankster,False,infiltrator,False,chlorophyll,True,7,66,60,67,85,77,75,116,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png"
petilil,grass,,chlorophyll,False,own-tempo,False,leaf-guard,True,5,66,45,35,50,70,50,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png"
lilligant,grass,,chlorophyll,False,own-tempo,False,leaf-guard,True,11,163,70,60,75,110,75,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png"
basculin-red-striped,water,,reckless,False,adaptability,False,mold-breaker,True,10,180,70,92,65,80,55,98,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png"
sandile,ground,dark,intimidate,False,moxie,False,anger-point,True,7,152,50,72,35,35,35,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png"
krokorok,ground,dark,intimidate,False,moxie,False,anger-point,True,10,334,60,82,45,45,45,74,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png"
krookodile,ground,dark,intimidate,False,moxie,False,anger-point,True,15,963,95,117,80,65,70,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png"
darumaka,fire,,hustle,False,inner-focus,True,,,6,375,70,90,45,15,45,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png"
darmanitan-standard,fire,,sheer-force,False,zen-mode,True,,,13,929,105,140,55,30,55,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png"
maractus,grass,,water-absorb,False,chlorophyll,False,storm-drain,True,10,280,75,86,67,106,67,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png"
dwebble,bug,rock,sturdy,False,shell-armor,False,weak-armor,True,3,145,50,65,85,35,35,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png"
